zcta,year,NAME,total_population,hh_total,hh_income_100_124k,hh_income_125_149k,hh_income_150_174k,hh_income_175_199k,hh_income_200k_plus,male_25_29,male_30_34,male_35_39,male_40_44,female_25_29,female_30_34,female_35_39,female_40_44,median_home_value,median_gross_rent,total_households,total_housing_units,owner_occupied_units,renter_occupied_units,pop_25_44,pct_pop_25_44,hh_income_100k_plus,pct_hh_income_100k_plus,home_value_to_income_ratio,pct_owner_occupied,demand_supply_gap,units_per_target_hh
93252,2019,ZCTA5 93252,2488,569,56,3,3,20,15,138,260,131,205,51,45,20,26,103800,795,569,757,305,264,876,35.21,97,17.05,1.038,40.29,-208,7.804123711340206
93270,2019,ZCTA5 93270,5367,1627,78,80,81,51,101,173,128,264,319,89,151,131,243,194900,808,1627,1777,1017,610,1498,27.91,391,24.03,1.949,57.23,-626,4.544757033248082
93291,2019,ZCTA5 93291,59270,17429,2504,1182,1242,1218,1376,2333,1980,2083,2450,2136,2346,1926,1871,267200,994,17429,18345,10607,6822,17125,28.89,7522,43.16,2.672,57.82,-3085,2.438846051582026
93304,2019,ZCTA5 93304,49115,14981,1413,510,272,500,174,2149,1967,1521,1305,2250,1949,1165,1632,158600,952,14981,16084,6662,8319,13938,28.38,2869,19.15,1.586,41.42,-3793,5.6061345416521435
93306,2019,ZCTA5 93306,72280,21865,2674,1774,1319,1150,1063,2612,2129,2488,1887,2414,3059,2115,1783,196800,1032,21865,23389,13914,7951,18487,25.58,7980,36.5,1.968,59.49,-5934,2.9309523809523808
93307,2019,ZCTA5 93307,86832,22585,2028,1590,645,188,243,3803,3346,2473,2455,3243,3017,2920,2434,160900,960,22585,24269,11673,10912,23691,27.28,4694,20.78,1.609,48.1,-6979,5.170217298679165
90716,2019,ZCTA5 90716,14285,3670,488,245,155,75,68,442,641,409,372,553,495,398,557,366400,1403,3670,3866,1518,2152,3867,27.07,1031,28.09,3.664,39.27,-487,3.749757516973812
90717,2019,ZCTA5 90717,21508,8477,928,1037,540,746,724,590,943,541,595,805,979,763,526,603200,1377,8477,8872,3965,4512,5742,26.7,3975,46.89,6.032,44.69,10,2.231949685534591
90731,2019,ZCTA5 90731,60659,22695,2337,1827,1299,1415,1550,2216,2433,2166,2241,2197,2484,2021,1934,590700,1330,22695,24573,7307,15388,17692,29.17,8428,37.14,5.907,29.74,1121,2.915638348362601
90744,2019,ZCTA5 90744,56880,14788,1885,1178,662,612,416,2308,1980,2011,1938,2376,2212,2007,1516,397700,1146,14788,15405,5397,9391,16348,28.74,4753,32.14,3.977,35.03,-644,3.241110877340627
90746,2019,ZCTA5 90746,27075,8205,1161,862,901,929,961,1372,607,783,627,1090,666,693,841,506600,1759,8205,8285,6879,1326,6679,24.67,4814,58.67,5.066,83.03,-2065,1.7210220191109264
90822,2019,ZCTA5 90822,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.0,0,,,,0,
94929,2019,ZCTA5 94929,254,96,13,17,10,18,18,0,0,19,20,0,0,8,19,964300,2700,96,480,66,30,66,25.98,76,79.17,9.643,13.75,10,6.315789473684211
94065,2019,ZCTA5 94065,12461,5197,329,416,418,810,2194,402,282,406,508,426,377,543,538,1332000,3396,5197,5275,3668,1529,3482,27.94,4167,80.18,13.32,69.54,499,1.265898728101752
94066,2019,ZCTA5 94066,43101,15063,2157,1743,1416,2170,2882,1660,2040,1608,1441,1855,1794,1850,1420,908300,2372,15063,15634,8867,6196,13668,31.71,10368,68.83,9.083,56.72,1501,1.507908950617284
94086,2019,ZCTA5 94086,50477,19564,1598,1691,1979,2840,6111,4144,3775,2953,1987,3397,3050,1955,1363,1223800,2426,19564,20596,6192,13372,22624,44.82,14219,72.68,12.238,30.06,8027,1.4484844222519164
94304,2019,ZCTA5 94304,3852,1846,289,118,139,294,511,128,177,271,199,69,225,171,116,2000001,2972,1846,2003,280,1566,1356,35.2,1351,73.19,20.00001,13.98,1071,1.4826054774241302
94110,2019,ZCTA5 94110,72380,27504,2058,2258,2097,2970,9308,4602,5267,4564,3606,4027,4102,3336,2978,1150300,1816,27504,30005,10032,17472,32482,44.88,18691,67.96,11.503,33.43,8659,1.6053180675191268
93420,2019,ZCTA5 93420,30740,11734,1622,1252,987,1576,1222,690,731,783,757,485,683,1092,784,663500,1494,11734,12907,8154,3580,6005,19.53,6659,56.75,6.635,63.18,-1495,1.938279020874005
93454,2019,ZCTA5 93454,40432,11666,1821,1133,645,701,509,1607,1589,1383,1270,1506,1283,1286,1133,349000,1365,11666,12394,5932,5734,11057,27.35,4809,41.22,3.49,47.86,-1123,2.577250987731337
93458,2019,ZCTA5 93458,57256,13176,1987,1345,912,446,273,2115,2456,1975,2144,2110,1793,1890,1714,323600,1361,13176,13590,5898,7278,16197,28.29,4963,37.67,3.236,43.4,-935,2.7382631472899455
93461,2019,ZCTA5 93461,1349,523,52,34,30,10,23,44,42,59,49,57,37,58,57,293800,1651,523,591,260,263,403,29.87,149,28.49,2.938,43.99,-111,3.966442953020134
93536,2019,ZCTA5 93536,70237,21427,3383,2572,1651,2047,1806,3158,2851,2970,2171,2563,2392,1918,2130,332000,1371,21427,23015,14114,7313,20153,28.69,11459,53.48,3.32,61.33,-2655,2.0084649620385724
93546,2019,ZCTA5 93546,9591,2954,641,102,73,221,206,305,525,481,278,193,569,364,278,355300,1244,2954,10641,1527,1427,2993,31.21,1243,42.08,3.553,14.35,-284,8.560740144810941
93591,2019,ZCTA5 93591,6744,1948,148,160,8,40,57,293,180,225,154,286,125,201,232,183600,1185,1948,2192,1438,510,1696,25.15,413,21.2,1.836,65.6,-1025,5.3075060532687655
93609,2019,ZCTA5 93609,5177,1541,149,126,18,40,7,157,185,95,97,118,240,128,213,189100,948,1541,1608,861,680,1233,23.82,340,22.06,1.891,53.54,-521,4.729411764705882
93616,2019,ZCTA5 93616,2582,707,48,74,13,30,16,53,24,62,74,38,79,95,41,270600,715,707,748,402,305,466,18.05,181,25.6,2.706,53.74,-221,4.132596685082873
93618,2019,ZCTA5 93618,31470,8222,852,683,382,387,151,1319,1142,967,911,1246,824,1054,959,213300,917,8222,8536,4335,3887,8422,26.76,2455,29.86,2.133,50.78,-1880,3.4769857433808555
93626,2019,ZCTA5 93626,2427,849,111,60,93,74,139,56,75,73,95,54,64,68,87,409300,1496,849,892,732,117,572,23.57,477,56.18,4.093,82.06,-255,1.870020964360587
93501,2019,ZCTA5 93501,4802,1919,132,125,115,56,8,166,115,162,159,183,184,121,194,101300,721,1919,2484,856,1063,1284,26.74,436,22.72,1.013,34.46,-420,5.697247706422019
93505,2019,ZCTA5 93505,13774,4205,458,370,213,154,118,682,935,634,616,483,460,251,314,124300,968,4205,4795,2324,1881,4375,31.76,1313,31.22,1.243,48.47,-1011,3.651942117288652
93526,2019,ZCTA5 93526,629,306,17,34,15,13,4,42,9,18,28,12,27,17,16,170200,890,306,425,199,107,169,26.87,83,27.12,1.702,46.82,-116,5.120481927710843
93530,2019,ZCTA5 93530,10,10,0,5,0,0,0,0,0,0,0,0,0,0,0,,,10,23,10,0,0,0.0,5,50.0,,43.48,-5,4.6
93552,2019,ZCTA5 93552,39905,9806,1777,1270,600,295,261,1078,1142,1197,1337,1403,1023,1296,1399,273900,1679,9806,10587,7647,2159,9875,24.75,4203,42.86,2.739,72.23,-3444,2.5189150606709494
93560,2019,ZCTA5 93560,21756,7148,800,873,494,565,282,1512,755,707,865,948,815,786,612,206100,949,7148,7914,4709,2439,7000,32.18,3014,42.17,2.061,59.5,-1695,2.625746516257465
93608,2019,ZCTA5 93608,1280,361,47,0,0,0,0,46,0,86,56,100,18,52,45,144400,789,361,409,121,240,403,31.48,47,13.02,1.444,29.58,-74,8.702127659574469
93669,2019,ZCTA5 93669,238,86,0,0,0,0,0,0,0,0,0,0,12,0,11,256800,,86,201,55,31,23,9.66,0,0.0,2.568,27.36,-55,
93701,2019,ZCTA5 93701,10166,3417,141,115,0,0,8,407,404,302,153,564,294,295,349,152100,678,3417,4083,406,3011,2768,27.23,264,7.73,1.521,9.94,-142,15.465909090909092
93728,2019,ZCTA5 93728,16574,5832,472,201,124,138,101,1405,913,409,479,796,467,617,491,165100,882,5832,6309,2388,3444,5577,33.65,1036,17.76,1.651,37.85,-1352,6.08976833976834
93924,2019,ZCTA5 93924,6514,2544,326,268,141,254,640,117,17,52,214,116,41,114,305,954700,1679,2544,3067,1855,689,976,14.98,1629,64.03,9.547,60.48,-226,1.8827501534683855
93925,2019,ZCTA5 93925,2073,430,7,55,10,31,27,57,90,77,25,91,91,37,46,372700,932,430,463,164,266,514,24.79,130,30.23,3.727,35.42,-34,3.5615384615384613
93933,2019,ZCTA5 93933,25442,9088,1254,997,626,625,484,693,882,814,781,1049,1032,749,763,522300,1392,9088,9664,3599,5489,6763,26.58,3986,43.86,5.223,37.24,387,2.4244856999498245
93638,2019,ZCTA5 93638,49932,12214,1323,744,722,377,266,2294,1573,1613,1646,1376,1995,1397,1834,207800,968,12214,13076,6583,5631,13728,27.49,3432,28.1,2.078,50.34,-3151,3.81002331002331
93651,2019,ZCTA5 93651,1798,667,64,117,51,104,65,63,113,36,63,89,41,56,19,363500,1347,667,707,555,112,480,26.7,401,60.12,3.635,78.5,-154,1.7630922693266833
93660,2019,ZCTA5 93660,4090,1017,161,27,39,12,0,123,193,110,90,168,128,106,152,167200,690,1017,1117,383,634,1070,26.16,239,23.5,1.672,34.29,-144,4.673640167364017
93664,2019,ZCTA5 93664,380,209,20,40,21,16,29,10,3,0,5,0,0,0,3,560500,970,209,2386,172,37,21,5.53,126,60.29,5.605,7.21,-46,18.936507936507937
93667,2019,ZCTA5 93667,2405,864,63,179,93,58,40,49,56,47,118,49,19,107,58,287600,1238,864,1146,712,152,503,20.91,433,50.12,2.876,62.13,-279,2.6466512702078524
93673,2019,ZCTA5 93673,754,187,20,16,0,0,4,11,14,30,26,42,17,25,25,146300,803,187,196,91,96,190,25.2,40,21.39,1.463,46.43,-51,4.9
93711,2019,ZCTA5 93711,38007,15929,2007,1599,1212,1412,1613,1305,1223,1366,1014,1713,1119,991,960,357300,1192,15929,16808,9595,6334,9691,25.5,7843,49.24,3.573,57.09,-1752,2.1430575035063115
93720,2019,ZCTA5 93720,47081,18125,2748,2217,1627,1878,2040,2320,1403,1619,1089,2160,1663,1447,1686,333000,1516,18125,18769,10636,7489,13387,28.43,10510,57.99,3.33,56.67,-126,1.7858230256898193
93907,2019,ZCTA5 93907,23299,7380,1278,794,814,498,648,690,805,707,727,559,610,678,648,531900,1584,7380,7794,5346,2034,5424,23.28,4032,54.63,5.319,68.59,-1314,1.9330357142857142
93921,2019,ZCTA5 93921,3316,1743,162,224,113,193,328,73,62,89,98,36,101,63,113,1542700,2206,1743,3495,928,815,635,19.15,1020,58.52,15.427,26.55,92,3.426470588235294
93930,2019,ZCTA5 93930,17067,4347,440,556,86,215,61,735,782,603,807,525,433,644,584,278700,1138,4347,4721,2305,2042,5113,29.96,1358,31.24,2.787,48.82,-947,3.476435935198822
93012,2019,ZCTA5 93012,36052,13209,1629,1710,1097,1647,2468,946,757,696,945,929,841,846,915,624300,2201,13209,13838,9528,3681,6875,19.07,8551,64.74,6.243,68.85,-977,1.6182902584493042
93030,2019,ZCTA5 93030,58422,14617,2199,1737,972,1386,765,2388,2283,2238,2055,1999,1919,1923,1727,478000,1425,14617,15562,6957,7660,16532,28.3,7059,48.29,4.78,44.71,102,2.204561552627851
93040,2019,ZCTA5 93040,1827,524,80,32,42,0,17,98,24,50,41,83,51,37,67,342100,1128,524,563,332,192,451,24.69,171,32.63,3.421,58.97,-161,3.2923976608187133
93110,2019,ZCTA5 93110,16849,6457,816,698,349,623,1104,841,466,490,381,457,343,298,321,859400,1957,6457,6940,4134,2323,3597,21.35,3590,55.6,8.594,59.57,-544,1.9331476323119776
93212,2019,ZCTA5 93212,23357,4386,506,177,85,74,20,1791,1832,2017,1284,514,516,337,446,151200,838,4386,4694,1997,2389,8737,37.41,862,19.65,1.512,42.54,-1135,5.445475638051044
93218,2019,ZCTA5 93218,871,258,5,3,3,6,5,27,26,29,32,28,13,26,30,118100,792,258,288,188,70,211,24.23,22,8.53,1.181,65.28,-166,13.090909090909092
93260,2019,ZCTA5 93260,226,104,3,3,10,0,4,31,0,16,0,17,3,0,0,138500,,104,562,73,31,67,29.65,20,19.23,1.385,12.99,-53,28.1
93261,2019,ZCTA5 93261,2434,681,43,5,0,0,7,134,113,111,64,80,92,98,61,111700,710,681,714,290,391,753,30.94,55,8.08,1.117,40.62,-235,12.981818181818182
93263,2019,ZCTA5 93263,22210,5825,591,360,165,215,153,1149,924,613,706,1055,536,695,759,177000,881,5825,6195,3145,2680,6437,28.98,1484,25.48,1.77,50.77,-1661,4.1745283018867925
93267,2019,ZCTA5 93267,6788,1863,72,37,4,121,81,126,123,202,221,230,211,146,310,141900,847,1863,2018,1095,768,1569,23.11,315,16.91,1.419,54.26,-780,6.406349206349207
93274,2019,ZCTA5 93274,74000,21468,2753,2239,893,790,629,2869,2710,2251,2145,2683,2706,2596,1929,209600,1036,21468,22873,11932,9536,19889,26.88,7304,34.02,2.096,52.17,-4628,3.1315717415115008
93276,2019,ZCTA5 93276,144,49,5,9,6,0,0,7,6,4,5,7,5,5,0,,630,49,52,25,24,39,27.08,20,40.82,,48.08,-5,2.6
93422,2019,ZCTA5 93422,33466,12793,2072,1261,1095,1289,1108,974,1488,1829,622,1082,1301,1029,757,520200,1423,12793,13287,8284,4509,9082,27.14,6825,53.35,5.202,62.35,-1459,1.9468131868131868
93455,2019,ZCTA5 93455,46175,15518,2395,2172,1435,1629,1434,1153,1356,1620,809,1656,1404,1524,1288,418500,1808,15518,16155,11437,4081,10810,23.41,9065,58.42,4.185,70.8,-2372,1.7821290678433535
93612,2019,ZCTA5 93612,35140,13491,1505,710,428,487,164,1498,1467,984,741,1393,1573,1278,923,209000,1046,13491,14177,5043,8448,9857,28.05,3294,24.42,2.09,35.57,-1749,4.3038858530661805
93621,2019,ZCTA5 93621,136,57,0,0,0,0,20,0,0,0,0,0,0,0,0,,,57,269,57,0,0,0.0,20,35.09,,21.19,-37,13.45
93627,2019,ZCTA5 93627,247,35,0,0,0,0,0,0,0,0,35,0,0,0,32,,,35,35,0,35,67,27.13,0,0.0,,0.0,0,
93634,2019,ZCTA5 93634,22,2,0,2,0,0,0,0,6,0,0,6,0,0,0,,,2,709,2,0,12,54.55,2,100.0,,0.28,0,354.5
95387,2019,ZCTA5 95387,636,158,25,0,0,0,0,0,0,0,31,32,0,53,24,,,158,183,20,138,140,22.01,25,15.82,,10.93,5,7.32
95403,2019,ZCTA5 95403,45096,16103,2233,1745,1388,1675,1130,1809,2146,1393,1432,1831,1699,1235,1410,524500,1642,16103,17064,8597,7506,12955,28.73,8171,50.74,5.245,50.38,-426,2.088361277689389
95409,2019,ZCTA5 95409,27186,12310,1252,1519,787,949,1685,449,597,579,759,683,627,653,824,632300,1825,12310,13283,7873,4437,5171,19.02,6192,50.3,6.323,59.27,-1681,2.145187338501292
95422,2019,ZCTA5 95422,15696,5962,345,228,36,196,17,620,500,381,387,596,381,531,306,112700,867,5962,8450,2971,2991,3702,23.59,822,13.79,1.127,35.16,-2149,10.279805352798054
95423,2019,ZCTA5 95423,3751,1668,276,89,48,32,23,111,38,133,55,81,1,52,11,188700,1025,1668,2586,1170,498,482,12.85,468,28.06,1.887,45.24,-702,5.5256410256410255
95425,2019,ZCTA5 95425,10984,4112,588,341,424,318,361,289,418,329,316,295,321,429,360,497900,1390,4112,4318,2771,1341,2757,25.1,2032,49.42,4.979,64.17,-739,2.125
90008,2019,ZCTA5 90008,31754,14858,1177,992,687,687,855,1067,947,1031,1062,1232,1287,983,1379,701800,1203,14858,16147,4906,9952,8988,28.31,4398,29.6,7.018,30.38,-508,3.6714415643474307
90013,2019,ZCTA5 90013,12559,7308,451,467,402,240,521,937,856,939,610,696,637,452,343,657400,741,7308,8687,573,6735,5470,43.55,2081,28.48,6.574,6.6,1508,4.174435367611725
90016,2019,ZCTA5 90016,45899,17218,2023,1189,943,689,659,2616,1967,1562,1671,1922,1656,1634,1642,566600,1238,17218,18733,6353,10865,14670,31.96,5503,31.96,5.666,33.91,-850,3.4041431946211156
